ubicacionid,criticidadid,nodoid,nodo,tipoid,tipo,metricaid,minimo,maximo,umbral
68,4,50,rs485-ls-50,1,Sensor Maceta 10cm,3,500,1000,U.N.50-SM10CM-Elect.Cond.
68,4,50,rs485-ls-50,3,Sensor Maceta 30cm,3,500,1000,U.N.50-SM30CM-Elect.Cond.
89,4,53,rs485-ls-53,1,Sensor Maceta 10cm,3,500,1000,U.N.53-SM10CM-Elect.Cond.
89,4,53,rs485-ls-53,3,Sensor Maceta 30cm,3,500,1000,U.N.53-SM30CM-Elect.Cond.
88,4,51,rs485-ls-51,1,Sensor Maceta 10cm,3,500,1000,U.N.51-SM10CM-Elect.Cond.
88,4,51,rs485-ls-51,3,Sensor Maceta 30cm,3,500,1000,U.N.51-SM30CM-Elect.Cond.
71,4,55,rs485-ls-55,1,Sensor Maceta 10cm,3,500,1000,U.N.55-SM10CM-Elect.Cond.
71,4,55,rs485-ls-55,3,Sensor Maceta 30cm,3,500,1000,U.N.55-SM30CM-Elect.Cond.
70,4,54,rs485-ls-54,1,Sensor Maceta 10cm,3,500,1000,U.N.54-SM10CM-Elect.Cond.
70,4,54,rs485-ls-54,3,Sensor Maceta 30cm,3,500,1000,U.N.54-SM30CM-Elect.Cond.
69,4,52,rs485-ls-52,1,Sensor Maceta 10cm,3,500,1000,U.N.52-SM10CM-Elect.Cond.
69,4,52,rs485-ls-52,3,Sensor Maceta 30cm,3,500,1000,U.N.52-SM30CM-Elect.Cond.
81,4,98,rs485-ls-98,4,Sensor Suelo 20cm,3,500,2200,U.N.98-SM20CM-Elect.Cond.
81,4,98,rs485-ls-98,5,Sensor Suelo 40cm,3,500,2200,U.N.98-SM40CM-Elect.Cond.
81,4,98,rs485-ls-98,6,Sensor Suelo 60cm,3,500,2200,U.N.98-SM60CM-Elect.Cond.
82,4,99,rs485-ls-99,4,Sensor Suelo 20cm,3,500,2200,U.N.99-SM20CM-Elect.Cond.
82,4,99,rs485-ls-99,5,Sensor Suelo 40cm,3,500,2200,U.N.99-SM40CM-Elect.Cond.
82,4,99,rs485-ls-99,6,Sensor Suelo 60cm,3,500,2200,U.N.99-SM60CM-Elect.Cond.
83,4,100,rs485-ls-100,4,Sensor Suelo 20cm,3,500,2200,U.N.100-SM20CM-Elect.Cond.
83,4,100,rs485-ls-100,5,Sensor Suelo 40cm,3,500,2200,U.N.100-SM40CM-Elect.Cond.
83,4,100,rs485-ls-100,6,Sensor Suelo 60cm,3,500,2200,U.N.100-SM60CM-Elect.Cond.
84,4,101,rs485-ls-101,4,Sensor Suelo 20cm,3,500,2200,U.N.101-SM20CM-Elect.Cond.
84,4,101,rs485-ls-101,5,Sensor Suelo 40cm,3,500,2200,U.N.101-SM40CM-Elect.Cond.
84,4,101,rs485-ls-101,6,Sensor Suelo 60cm,3,500,2200,U.N.101-SM60CM-Elect.Cond.
87,4,104,rs485-ls-104,4,Sensor Suelo 20cm,3,500,2200,U.N.104-SM20CM-Elect.Cond.
87,4,104,rs485-ls-104,5,Sensor Suelo 40cm,3,500,2200,U.N.104-SM40CM-Elect.Cond.
87,4,104,rs485-ls-104,6,Sensor Suelo 60cm,3,500,2200,U.N.104-SM60CM-Elect.Cond.
86,4,103,rs485-ls-103,4,Sensor Suelo 20cm,3,500,2200,U.N.103-SM20CM-Elect.Cond.
86,4,103,rs485-ls-103,5,Sensor Suelo 40cm,3,500,2200,U.N.103-SM40CM-Elect.Cond.
86,4,103,rs485-ls-103,6,Sensor Suelo 60cm,3,500,2200,U.N.103-SM60CM-Elect.Cond.
85,4,102,rs485-ls-102,4,Sensor Suelo 20cm,3,500,2200,U.N.102-SM20CM-Elect.Cond.
85,4,102,rs485-ls-102,5,Sensor Suelo 40cm,3,500,2200,U.N.102-SM40CM-Elect.Cond.
85,4,102,rs485-ls-102,6,Sensor Suelo 60cm,3,500,2200,U.N.102-SM60CM-Elect.Cond.
91,4,106,rs485-ls-106,4,Sensor Suelo 20cm,3,500,2000,U.N.106-SM20CM-Elect.Cond.
91,4,106,rs485-ls-106,5,Sensor Suelo 40cm,3,500,2000,U.N.106-SM40CM-Elect.Cond.
91,4,106,rs485-ls-106,6,Sensor Suelo 60cm,3,500,2000,U.N.106-SM60CM-Elect.Cond.
96,4,111,rs485-ls-111,4,Sensor Suelo 20cm,3,500,2000,U.N.111-SM20CM-Elect.Cond.
96,4,111,rs485-ls-111,5,Sensor Suelo 40cm,3,500,2000,U.N.111-SM40CM-Elect.Cond.
96,4,111,rs485-ls-111,6,Sensor Suelo 60cm,3,500,2000,U.N.111-SM60CM-Elect.Cond.
92,4,107,rs485-ls-107,4,Sensor Suelo 20cm,3,500,2000,U.N.107-SM20CM-Elect.Cond.
92,4,107,rs485-ls-107,5,Sensor Suelo 40cm,3,500,2000,U.N.107-SM40CM-Elect.Cond.
92,4,107,rs485-ls-107,6,Sensor Suelo 60cm,3,500,2000,U.N.107-SM60CM-Elect.Cond.
94,4,109,rs485-ls-109,4,Sensor Suelo 20cm,3,500,2000,U.N.109-SM20CM-Elect.Cond.
94,4,109,rs485-ls-109,5,Sensor Suelo 40cm,3,500,2000,U.N.109-SM40CM-Elect.Cond.
94,4,109,rs485-ls-109,6,Sensor Suelo 60cm,3,500,2000,U.N.109-SM60CM-Elect.Cond.
98,4,113,rs485-ls-113,4,Sensor Suelo 20cm,3,500,2000,U.N.113-SM20CM-Elect.Cond.
98,4,113,rs485-ls-113,5,Sensor Suelo 40cm,3,500,2000,U.N.113-SM40CM-Elect.Cond.
98,4,113,rs485-ls-113,6,Sensor Suelo 60cm,3,500,2000,U.N.113-SM60CM-Elect.Cond.
99,4,114,rs485-ls-114,4,Sensor Suelo 20cm,3,500,2000,U.N.114-SM20CM-Elect.Cond.
99,4,114,rs485-ls-114,5,Sensor Suelo 40cm,3,500,2000,U.N.114-SM40CM-Elect.Cond.
99,4,114,rs485-ls-114,6,Sensor Suelo 60cm,3,500,2000,U.N.114-SM60CM-Elect.Cond.
90,4,105,rs485-ls-105,4,Sensor Suelo 20cm,3,500,2000,U.N.105-SM20CM-Elect.Cond.
90,4,105,rs485-ls-105,5,Sensor Suelo 40cm,3,500,2000,U.N.105-SM40CM-Elect.Cond.
90,4,105,rs485-ls-105,6,Sensor Suelo 60cm,3,500,2000,U.N.105-SM60CM-Elect.Cond.
93,4,108,rs485-ls-108,4,Sensor Suelo 20cm,3,500,2000,U.N.108-SM20CM-Elect.Cond.
93,4,108,rs485-ls-108,5,Sensor Suelo 40cm,3,500,2000,U.N.108-SM40CM-Elect.Cond.
93,4,108,rs485-ls-108,6,Sensor Suelo 60cm,3,500,2000,U.N.108-SM60CM-Elect.Cond.
97,4,112,rs485-ls-112,4,Sensor Suelo 20cm,3,500,2000,U.N.112-SM20CM-Elect.Cond.
97,4,112,rs485-ls-112,5,Sensor Suelo 40cm,3,500,2000,U.N.112-SM40CM-Elect.Cond.
97,4,112,rs485-ls-112,6,Sensor Suelo 60cm,3,500,2000,U.N.112-SM60CM-Elect.Cond.
95,4,110,rs485-ls-110,4,Sensor Suelo 20cm,3,500,2000,U.N.110-SM20CM-Elect.Cond.
95,4,110,rs485-ls-110,5,Sensor Suelo 40cm,3,500,2000,U.N.110-SM40CM-Elect.Cond.
95,4,110,rs485-ls-110,6,Sensor Suelo 60cm,3,500,2000,U.N.110-SM60CM-Elect.Cond.
101,4,116,rs485-ls-116,4,Sensor Suelo 20cm,3,500,2200,U.N.116-SM20CM-Elect.Cond.
101,4,116,rs485-ls-116,5,Sensor Suelo 40cm,3,500,2200,U.N.116-SM40CM-Elect.Cond.
101,4,116,rs485-ls-116,6,Sensor Suelo 60cm,3,500,2200,U.N.116-SM60CM-Elect.Cond.
156,4,153,rs485-ls-153,4,Sensor Suelo 20cm,3,500,2200,U.N.153-SM20CM-Elect.Cond.
156,4,153,rs485-ls-153,5,Sensor Suelo 40cm,3,500,2200,U.N.153-SM40CM-Elect.Cond.
156,4,153,rs485-ls-153,6,Sensor Suelo 60cm,3,500,2200,U.N.153-SM60CM-Elect.Cond.
158,4,155,rs485-ls-155,4,Sensor Suelo 20cm,3,500,2200,U.N.155-SM20CM-Elect.Cond.
158,4,155,rs485-ls-155,5,Sensor Suelo 40cm,3,500,2200,U.N.155-SM40CM-Elect.Cond.
158,4,155,rs485-ls-155,6,Sensor Suelo 60cm,3,500,2200,U.N.155-SM60CM-Elect.Cond.
155,4,152,rs485-ls-152,4,Sensor Suelo 20cm,3,500,2200,U.N.152-SM20CM-Elect.Cond.
155,4,152,rs485-ls-152,5,Sensor Suelo 40cm,3,500,2200,U.N.152-SM40CM-Elect.Cond.
155,4,152,rs485-ls-152,6,Sensor Suelo 60cm,3,500,2200,U.N.152-SM60CM-Elect.Cond.
154,4,150,rs485-ls-150,4,Sensor Suelo 20cm,3,500,2200,U.N.150-SM20CM-Elect.Cond.
154,4,150,rs485-ls-150,5,Sensor Suelo 40cm,3,500,2200,U.N.150-SM40CM-Elect.Cond.
154,4,150,rs485-ls-150,6,Sensor Suelo 60cm,3,500,2200,U.N.150-SM60CM-Elect.Cond.
140,4,167,rs485-ls-167,4,Sensor Suelo 20cm,3,500,2200,U.N.167-SM20CM-Elect.Cond.
140,4,167,rs485-ls-167,5,Sensor Suelo 40cm,3,500,2200,U.N.167-SM40CM-Elect.Cond.
140,4,167,rs485-ls-167,6,Sensor Suelo 60cm,3,500,2200,U.N.167-SM60CM-Elect.Cond.
102,4,117,rs485-ls-117,4,Sensor Suelo 20cm,3,500,2200,U.N.117-SM20CM-Elect.Cond.
102,4,117,rs485-ls-117,5,Sensor Suelo 40cm,3,500,2200,U.N.117-SM40CM-Elect.Cond.
102,4,117,rs485-ls-117,6,Sensor Suelo 60cm,3,500,2200,U.N.117-SM60CM-Elect.Cond.
106,4,121,rs485-ls-121,4,Sensor Suelo 20cm,3,500,2200,U.N.121-SM20CM-Elect.Cond.
106,4,121,rs485-ls-121,5,Sensor Suelo 40cm,3,500,2200,U.N.121-SM40CM-Elect.Cond.
106,4,121,rs485-ls-121,6,Sensor Suelo 60cm,3,500,2200,U.N.121-SM60CM-Elect.Cond.
100,4,115,rs485-ls-115,4,Sensor Suelo 20cm,3,500,2200,U.N.115-SM20CM-Elect.Cond.
100,4,115,rs485-ls-115,5,Sensor Suelo 40cm,3,500,2200,U.N.115-SM40CM-Elect.Cond.
100,4,115,rs485-ls-115,6,Sensor Suelo 60cm,3,500,2200,U.N.115-SM60CM-Elect.Cond.
103,4,118,rs485-ls-118,4,Sensor Suelo 20cm,3,500,2200,U.N.118-SM20CM-Elect.Cond.
103,4,118,rs485-ls-118,5,Sensor Suelo 40cm,3,500,2200,U.N.118-SM40CM-Elect.Cond.
103,4,118,rs485-ls-118,6,Sensor Suelo 60cm,3,500,2200,U.N.118-SM60CM-Elect.Cond.
104,4,119,rs485-ls-119,4,Sensor Suelo 20cm,3,500,2200,U.N.119-SM20CM-Elect.Cond.
104,4,119,rs485-ls-119,5,Sensor Suelo 40cm,3,500,2200,U.N.119-SM40CM-Elect.Cond.
104,4,119,rs485-ls-119,6,Sensor Suelo 60cm,3,500,2200,U.N.119-SM60CM-Elect.Cond.
134,4,151,rs485-ls-151,4,Sensor Suelo 20cm,3,500,2200,U.N.151-SM20CM-Elect.Cond.
134,4,151,rs485-ls-151,5,Sensor Suelo 40cm,3,500,2200,U.N.151-SM40CM-Elect.Cond.
134,4,151,rs485-ls-151,6,Sensor Suelo 60cm,3,500,2200,U.N.151-SM60CM-Elect.Cond.
132,4,148,rs485-ls-148,4,Sensor Suelo 20cm,3,500,2200,U.N.148-SM20CM-Elect.Cond.
132,4,148,rs485-ls-148,5,Sensor Suelo 40cm,3,500,2200,U.N.148-SM40CM-Elect.Cond.
132,4,148,rs485-ls-148,6,Sensor Suelo 60cm,3,500,2200,U.N.148-SM60CM-Elect.Cond.
125,4,140,rs485-ls-140,4,Sensor Suelo 20cm,3,500,2200,U.N.140-SM20CM-Elect.Cond.
125,4,140,rs485-ls-140,5,Sensor Suelo 40cm,3,500,2200,U.N.140-SM40CM-Elect.Cond.
125,4,140,rs485-ls-140,6,Sensor Suelo 60cm,3,500,2200,U.N.140-SM60CM-Elect.Cond.
133,4,149,rs485-ls-149,4,Sensor Suelo 20cm,3,500,2200,U.N.149-SM20CM-Elect.Cond.
133,4,149,rs485-ls-149,5,Sensor Suelo 40cm,3,500,2200,U.N.149-SM40CM-Elect.Cond.
133,4,149,rs485-ls-149,6,Sensor Suelo 60cm,3,500,2200,U.N.149-SM60CM-Elect.Cond.
130,4,145,rs485-ls-145,4,Sensor Suelo 20cm,3,500,2200,U.N.145-SM20CM-Elect.Cond.
130,4,145,rs485-ls-145,5,Sensor Suelo 40cm,3,500,2200,U.N.145-SM40CM-Elect.Cond.
130,4,145,rs485-ls-145,6,Sensor Suelo 60cm,3,500,2200,U.N.145-SM60CM-Elect.Cond.
129,4,144,rs485-ls-144,4,Sensor Suelo 20cm,3,500,2200,U.N.144-SM20CM-Elect.Cond.
129,4,144,rs485-ls-144,5,Sensor Suelo 40cm,3,500,2200,U.N.144-SM40CM-Elect.Cond.
129,4,144,rs485-ls-144,6,Sensor Suelo 60cm,3,500,2200,U.N.144-SM60CM-Elect.Cond.
128,4,143,rs485-ls-143,4,Sensor Suelo 20cm,3,500,2200,U.N.143-SM20CM-Elect.Cond.
128,4,143,rs485-ls-143,5,Sensor Suelo 40cm,3,500,2200,U.N.143-SM40CM-Elect.Cond.
128,4,143,rs485-ls-143,6,Sensor Suelo 60cm,3,500,2200,U.N.143-SM60CM-Elect.Cond.
166,4,90,rs485-ls-90,4,Sensor Suelo 20cm,3,500,2200,U.N.90-SM20CM-Elect.Cond.
166,4,90,rs485-ls-90,5,Sensor Suelo 40cm,3,500,2200,U.N.90-SM40CM-Elect.Cond.
166,4,90,rs485-ls-90,6,Sensor Suelo 60cm,3,500,2200,U.N.90-SM60CM-Elect.Cond.
159,4,156,rs485-ls-156,4,Sensor Suelo 20cm,3,500,2200,U.N.156-SM20CM-Elect.Cond.
159,4,156,rs485-ls-156,5,Sensor Suelo 40cm,3,500,2200,U.N.156-SM40CM-Elect.Cond.
159,4,156,rs485-ls-156,6,Sensor Suelo 60cm,3,500,2200,U.N.156-SM60CM-Elect.Cond.
127,4,142,rs485-ls-142,4,Sensor Suelo 20cm,3,500,2200,U.N.142-SM20CM-Elect.Cond.
127,4,142,rs485-ls-142,5,Sensor Suelo 40cm,3,500,2200,U.N.142-SM40CM-Elect.Cond.
127,4,142,rs485-ls-142,6,Sensor Suelo 60cm,3,500,2200,U.N.142-SM60CM-Elect.Cond.
131,4,146,rs485-ls-146,4,Sensor Suelo 20cm,3,500,2200,U.N.146-SM20CM-Elect.Cond.
131,4,146,rs485-ls-146,5,Sensor Suelo 40cm,3,500,2200,U.N.146-SM40CM-Elect.Cond.
131,4,146,rs485-ls-146,6,Sensor Suelo 60cm,3,500,2200,U.N.146-SM60CM-Elect.Cond.
107,4,122,rs485-ls-122,4,Sensor Suelo 20cm,3,500,2200,U.N.122-SM20CM-Elect.Cond.
107,4,122,rs485-ls-122,5,Sensor Suelo 40cm,3,500,2200,U.N.122-SM40CM-Elect.Cond.
107,4,122,rs485-ls-122,6,Sensor Suelo 60cm,3,500,2200,U.N.122-SM60CM-Elect.Cond.
108,4,123,rs485-ls-123,4,Sensor Suelo 20cm,3,500,2200,U.N.123-SM20CM-Elect.Cond.
108,4,123,rs485-ls-123,5,Sensor Suelo 40cm,3,500,2200,U.N.123-SM40CM-Elect.Cond.
108,4,123,rs485-ls-123,6,Sensor Suelo 60cm,3,500,2200,U.N.123-SM60CM-Elect.Cond.
153,4,147,rs485-ls-147,4,Sensor Suelo 20cm,3,500,2200,U.N.147-SM20CM-Elect.Cond.
153,4,147,rs485-ls-147,5,Sensor Suelo 40cm,3,500,2200,U.N.147-SM40CM-Elect.Cond.
153,4,147,rs485-ls-147,6,Sensor Suelo 60cm,3,500,2200,U.N.147-SM60CM-Elect.Cond.
165,4,89,rs485-ls-89,4,Sensor Suelo 20cm,3,500,2200,U.N.89-SM20CM-Elect.Cond.
165,4,89,rs485-ls-89,5,Sensor Suelo 40cm,3,500,2200,U.N.89-SM40CM-Elect.Cond.
165,4,89,rs485-ls-89,6,Sensor Suelo 60cm,3,500,2200,U.N.89-SM60CM-Elect.Cond.
167,4,157,rs485-ls-157,4,Sensor Suelo 20cm,3,500,2000,U.N.157-SM20CM-Elect.Cond.
167,4,157,rs485-ls-157,5,Sensor Suelo 40cm,3,500,2000,U.N.157-SM40CM-Elect.Cond.
167,4,157,rs485-ls-157,6,Sensor Suelo 60cm,3,500,2000,U.N.157-SM60CM-Elect.Cond.
157,4,154,rs485-ls-154,4,Sensor Suelo 20cm,3,500,2000,U.N.154-SM20CM-Elect.Cond.
157,4,154,rs485-ls-154,5,Sensor Suelo 40cm,3,500,2000,U.N.154-SM40CM-Elect.Cond.
157,4,154,rs485-ls-154,6,Sensor Suelo 60cm,3,500,2000,U.N.154-SM60CM-Elect.Cond.
124,4,137,rs485-ls-137,4,Sensor Suelo 20cm,3,500,2200,U.N.137-SM20CM-Elect.Cond.
124,4,137,rs485-ls-137,5,Sensor Suelo 40cm,3,500,2200,U.N.137-SM40CM-Elect.Cond.
124,4,137,rs485-ls-137,6,Sensor Suelo 60cm,3,500,2200,U.N.137-SM60CM-Elect.Cond.
126,4,141,rs485-ls-141,4,Sensor Suelo 20cm,3,500,2200,U.N.141-SM20CM-Elect.Cond.
126,4,141,rs485-ls-141,5,Sensor Suelo 40cm,3,500,2200,U.N.141-SM40CM-Elect.Cond.
126,4,141,rs485-ls-141,6,Sensor Suelo 60cm,3,500,2200,U.N.141-SM60CM-Elect.Cond.
135,4,160,rs485-ls-160,4,Sensor Suelo 20cm,3,500,2200,U.N.160-SM20CM-Elect.Cond.
135,4,160,rs485-ls-160,5,Sensor Suelo 40cm,3,500,2200,U.N.160-SM40CM-Elect.Cond.
135,4,160,rs485-ls-160,6,Sensor Suelo 60cm,3,500,2200,U.N.160-SM60CM-Elect.Cond.
136,4,161,rs485-ls-161,4,Sensor Suelo 20cm,3,500,2200,U.N.161-SM20CM-Elect.Cond.
136,4,161,rs485-ls-161,5,Sensor Suelo 40cm,3,500,2200,U.N.161-SM40CM-Elect.Cond.
136,4,161,rs485-ls-161,6,Sensor Suelo 60cm,3,500,2200,U.N.161-SM60CM-Elect.Cond.
138,4,163,rs485-ls-163,4,Sensor Suelo 20cm,3,500,2200,U.N.163-SM20CM-Elect.Cond.
138,4,163,rs485-ls-163,5,Sensor Suelo 40cm,3,500,2200,U.N.163-SM40CM-Elect.Cond.
138,4,163,rs485-ls-163,6,Sensor Suelo 60cm,3,500,2200,U.N.163-SM60CM-Elect.Cond.
139,4,164,rs485-ls-164,4,Sensor Suelo 20cm,3,500,2200,U.N.164-SM20CM-Elect.Cond.
139,4,164,rs485-ls-164,5,Sensor Suelo 40cm,3,500,2200,U.N.164-SM40CM-Elect.Cond.
139,4,164,rs485-ls-164,6,Sensor Suelo 60cm,3,500,2200,U.N.164-SM60CM-Elect.Cond.
137,4,162,rs485-ls-162,4,Sensor Suelo 20cm,3,500,2000,U.N.162-SM20CM-Elect.Cond.
137,4,162,rs485-ls-162,5,Sensor Suelo 40cm,3,500,2000,U.N.162-SM40CM-Elect.Cond.
137,4,162,rs485-ls-162,6,Sensor Suelo 60cm,3,500,2000,U.N.162-SM60CM-Elect.Cond.
118,4,133,rs485-ls-133,4,Sensor Suelo 20cm,3,500,2200,U.N.133-SM20CM-Elect.Cond.
118,4,133,rs485-ls-133,5,Sensor Suelo 40cm,3,500,2200,U.N.133-SM40CM-Elect.Cond.
118,4,133,rs485-ls-133,6,Sensor Suelo 60cm,3,500,2200,U.N.133-SM60CM-Elect.Cond.
120,4,135,rs485-ls-135,4,Sensor Suelo 20cm,3,500,2200,U.N.135-SM20CM-Elect.Cond.
120,4,135,rs485-ls-135,5,Sensor Suelo 40cm,3,500,2200,U.N.135-SM40CM-Elect.Cond.
120,4,135,rs485-ls-135,6,Sensor Suelo 60cm,3,500,2200,U.N.135-SM60CM-Elect.Cond.
117,4,132,rs485-ls-132,4,Sensor Suelo 20cm,3,500,2200,U.N.132-SM20CM-Elect.Cond.
117,4,132,rs485-ls-132,5,Sensor Suelo 40cm,3,500,2200,U.N.132-SM40CM-Elect.Cond.
117,4,132,rs485-ls-132,6,Sensor Suelo 60cm,3,500,2200,U.N.132-SM60CM-Elect.Cond.
123,4,139,rs485-ls-139,4,Sensor Suelo 20cm,3,500,2200,U.N.139-SM20CM-Elect.Cond.
123,4,139,rs485-ls-139,5,Sensor Suelo 40cm,3,500,2200,U.N.139-SM40CM-Elect.Cond.
123,4,139,rs485-ls-139,6,Sensor Suelo 60cm,3,500,2200,U.N.139-SM60CM-Elect.Cond.
122,4,138,rs485-ls-138,4,Sensor Suelo 20cm,3,500,2200,U.N.138-SM20CM-Elect.Cond.
122,4,138,rs485-ls-138,5,Sensor Suelo 40cm,3,500,2200,U.N.138-SM40CM-Elect.Cond.
122,4,138,rs485-ls-138,6,Sensor Suelo 60cm,3,500,2200,U.N.138-SM60CM-Elect.Cond.
121,4,136,rs485-ls-136,4,Sensor Suelo 20cm,3,500,2200,U.N.136-SM20CM-Elect.Cond.
121,4,136,rs485-ls-136,5,Sensor Suelo 40cm,3,500,2200,U.N.136-SM40CM-Elect.Cond.
121,4,136,rs485-ls-136,6,Sensor Suelo 60cm,3,500,2200,U.N.136-SM60CM-Elect.Cond.
113,4,128,rs485-ls-128,4,Sensor Suelo 20cm,3,500,2200,U.N.128-SM20CM-Elect.Cond.
113,4,128,rs485-ls-128,5,Sensor Suelo 40cm,3,500,2200,U.N.128-SM40CM-Elect.Cond.
113,4,128,rs485-ls-128,6,Sensor Suelo 60cm,3,500,2200,U.N.128-SM60CM-Elect.Cond.
112,4,127,rs485-ls-127,4,Sensor Suelo 20cm,3,500,2200,U.N.127-SM20CM-Elect.Cond.
112,4,127,rs485-ls-127,5,Sensor Suelo 40cm,3,500,2200,U.N.127-SM40CM-Elect.Cond.
112,4,127,rs485-ls-127,6,Sensor Suelo 60cm,3,500,2200,U.N.127-SM60CM-Elect.Cond.
