ubicacionid,criticidadid,nodoid,nodo,tipoid,tipo,metricaid,minimo,maximo,umbral
11,2,68,rs485-ls-68,3,Sensor Maceta 30cm,2,39,42,U.N.68-SM30CM-Humd.
9,2,66,rs485-ls-66,1,Sensor Maceta 10cm,2,40,45,U.N.66-SM10CM-Humd.
9,2,66,rs485-ls-66,3,Sensor Maceta 30cm,2,39,42,U.N.66-SM30CM-Humd.
15,2,72,rs485-ls-72,1,Sensor Maceta 10cm,2,40,45,U.N.72-SM10CM-Humd.
15,2,72,rs485-ls-72,3,Sensor Maceta 30cm,2,39,42,U.N.72-SM30CM-Humd.
14,2,71,rs485-ls-71,1,Sensor Maceta 10cm,2,40,45,U.N.71-SM10CM-Humd.
14,2,71,rs485-ls-71,3,Sensor Maceta 30cm,2,39,42,U.N.71-SM30CM-Humd.
7,2,29,rs485-ls-29,1,Sensor Maceta 10cm,2,40,45,U.N.29-SM10CM-Humd.
7,2,29,rs485-ls-29,3,Sensor Maceta 30cm,2,39,42,U.N.29-SM30CM-Humd.
8,2,65,rs485-ls-65,1,Sensor Maceta 10cm,2,40,45,U.N.65-SM10CM-Humd.
8,2,65,rs485-ls-65,3,Sensor Maceta 30cm,2,39,42,U.N.65-SM30CM-Humd.
16,2,73,rs485-ls-73,1,Sensor Maceta 10cm,2,40,45,U.N.73-SM10CM-Humd.
16,2,73,rs485-ls-73,3,Sensor Maceta 30cm,2,39,42,U.N.73-SM30CM-Humd.
10,2,67,rs485-ls-67,1,Sensor Maceta 10cm,2,40,45,U.N.67-SM10CM-Humd.
10,2,67,rs485-ls-67,3,Sensor Maceta 30cm,2,39,42,U.N.67-SM30CM-Humd.
22,2,97,rs485-ls-97,4,Sensor Suelo 20cm,2,14,30,U.N.97-SM20CM-Humd.
22,2,97,rs485-ls-97,5,Sensor Suelo 40cm,2,14,30,U.N.97-SM40CM-Humd.
22,2,97,rs485-ls-97,6,Sensor Suelo 60cm,2,14,30,U.N.97-SM60CM-Humd.
21,2,95,rs485-ls-95,4,Sensor Suelo 20cm,2,14,30,U.N.95-SM20CM-Humd.
21,2,95,rs485-ls-95,5,Sensor Suelo 40cm,2,14,30,U.N.95-SM40CM-Humd.
21,2,95,rs485-ls-95,6,Sensor Suelo 60cm,2,14,30,U.N.95-SM60CM-Humd.
68,1,50,rs485-ls-50,1,Sensor Maceta 10cm,1,18,28,U.N.50-SM10CM-Temp.
68,1,50,rs485-ls-50,3,Sensor Maceta 30cm,1,18,28,U.N.50-SM30CM-Temp.
89,1,53,rs485-ls-53,1,Sensor Maceta 10cm,1,18,28,U.N.53-SM10CM-Temp.
89,1,53,rs485-ls-53,3,Sensor Maceta 30cm,1,18,28,U.N.53-SM30CM-Temp.
88,1,51,rs485-ls-51,1,Sensor Maceta 10cm,1,18,28,U.N.51-SM10CM-Temp.
88,1,51,rs485-ls-51,3,Sensor Maceta 30cm,1,18,28,U.N.51-SM30CM-Temp.
71,1,55,rs485-ls-55,1,Sensor Maceta 10cm,1,18,28,U.N.55-SM10CM-Temp.
71,1,55,rs485-ls-55,3,Sensor Maceta 30cm,1,18,28,U.N.55-SM30CM-Temp.
70,1,54,rs485-ls-54,1,Sensor Maceta 10cm,1,18,28,U.N.54-SM10CM-Temp.
70,1,54,rs485-ls-54,3,Sensor Maceta 30cm,1,18,28,U.N.54-SM30CM-Temp.
69,1,52,rs485-ls-52,1,Sensor Maceta 10cm,1,18,28,U.N.52-SM10CM-Temp.
69,1,52,rs485-ls-52,3,Sensor Maceta 30cm,1,18,28,U.N.52-SM30CM-Temp.
81,1,98,rs485-ls-98,4,Sensor Suelo 20cm,1,13,29,U.N.98-SM20CM-Temp.
81,1,98,rs485-ls-98,5,Sensor Suelo 40cm,1,13,29,U.N.98-SM40CM-Temp.
81,1,98,rs485-ls-98,6,Sensor Suelo 60cm,1,13,29,U.N.98-SM60CM-Temp.
82,1,99,rs485-ls-99,4,Sensor Suelo 20cm,1,13,29,U.N.99-SM20CM-Temp.
82,1,99,rs485-ls-99,5,Sensor Suelo 40cm,1,13,29,U.N.99-SM40CM-Temp.
82,1,99,rs485-ls-99,6,Sensor Suelo 60cm,1,13,29,U.N.99-SM60CM-Temp.
83,1,100,rs485-ls-100,4,Sensor Suelo 20cm,1,13,29,U.N.100-SM20CM-Temp.
83,1,100,rs485-ls-100,5,Sensor Suelo 40cm,1,13,29,U.N.100-SM40CM-Temp.
83,1,100,rs485-ls-100,6,Sensor Suelo 60cm,1,13,29,U.N.100-SM60CM-Temp.
84,1,101,rs485-ls-101,4,Sensor Suelo 20cm,1,13,29,U.N.101-SM20CM-Temp.
84,1,101,rs485-ls-101,5,Sensor Suelo 40cm,1,13,29,U.N.101-SM40CM-Temp.
84,1,101,rs485-ls-101,6,Sensor Suelo 60cm,1,13,29,U.N.101-SM60CM-Temp.
87,1,104,rs485-ls-104,4,Sensor Suelo 20cm,1,13,29,U.N.104-SM20CM-Temp.
87,1,104,rs485-ls-104,5,Sensor Suelo 40cm,1,13,29,U.N.104-SM40CM-Temp.
87,1,104,rs485-ls-104,6,Sensor Suelo 60cm,1,13,29,U.N.104-SM60CM-Temp.
86,1,103,rs485-ls-103,4,Sensor Suelo 20cm,1,13,29,U.N.103-SM20CM-Temp.
86,1,103,rs485-ls-103,5,Sensor Suelo 40cm,1,13,29,U.N.103-SM40CM-Temp.
86,1,103,rs485-ls-103,6,Sensor Suelo 60cm,1,13,29,U.N.103-SM60CM-Temp.
85,1,102,rs485-ls-102,4,Sensor Suelo 20cm,1,13,29,U.N.102-SM20CM-Temp.
85,1,102,rs485-ls-102,5,Sensor Suelo 40cm,1,13,29,U.N.102-SM40CM-Temp.
85,1,102,rs485-ls-102,6,Sensor Suelo 60cm,1,13,29,U.N.102-SM60CM-Temp.
91,1,106,rs485-ls-106,4,Sensor Suelo 20cm,1,13,29,U.N.106-SM20CM-Temp.
91,1,106,rs485-ls-106,5,Sensor Suelo 40cm,1,13,29,U.N.106-SM40CM-Temp.
91,1,106,rs485-ls-106,6,Sensor Suelo 60cm,1,13,29,U.N.106-SM60CM-Temp.
96,1,111,rs485-ls-111,4,Sensor Suelo 20cm,1,13,29,U.N.111-SM20CM-Temp.
96,1,111,rs485-ls-111,5,Sensor Suelo 40cm,1,13,29,U.N.111-SM40CM-Temp.
96,1,111,rs485-ls-111,6,Sensor Suelo 60cm,1,13,29,U.N.111-SM60CM-Temp.
92,1,107,rs485-ls-107,4,Sensor Suelo 20cm,1,13,29,U.N.107-SM20CM-Temp.
92,1,107,rs485-ls-107,5,Sensor Suelo 40cm,1,13,29,U.N.107-SM40CM-Temp.
92,1,107,rs485-ls-107,6,Sensor Suelo 60cm,1,13,29,U.N.107-SM60CM-Temp.
94,1,109,rs485-ls-109,4,Sensor Suelo 20cm,1,13,29,U.N.109-SM20CM-Temp.
94,1,109,rs485-ls-109,5,Sensor Suelo 40cm,1,13,29,U.N.109-SM40CM-Temp.
94,1,109,rs485-ls-109,6,Sensor Suelo 60cm,1,13,29,U.N.109-SM60CM-Temp.
98,1,113,rs485-ls-113,4,Sensor Suelo 20cm,1,13,29,U.N.113-SM20CM-Temp.
98,1,113,rs485-ls-113,5,Sensor Suelo 40cm,1,13,29,U.N.113-SM40CM-Temp.
98,1,113,rs485-ls-113,6,Sensor Suelo 60cm,1,13,29,U.N.113-SM60CM-Temp.
99,1,114,rs485-ls-114,4,Sensor Suelo 20cm,1,13,29,U.N.114-SM20CM-Temp.
99,1,114,rs485-ls-114,5,Sensor Suelo 40cm,1,13,29,U.N.114-SM40CM-Temp.
99,1,114,rs485-ls-114,6,Sensor Suelo 60cm,1,13,29,U.N.114-SM60CM-Temp.
90,1,105,rs485-ls-105,4,Sensor Suelo 20cm,1,13,29,U.N.105-SM20CM-Temp.
90,1,105,rs485-ls-105,5,Sensor Suelo 40cm,1,13,29,U.N.105-SM40CM-Temp.
90,1,105,rs485-ls-105,6,Sensor Suelo 60cm,1,13,29,U.N.105-SM60CM-Temp.
93,1,108,rs485-ls-108,4,Sensor Suelo 20cm,1,13,29,U.N.108-SM20CM-Temp.
93,1,108,rs485-ls-108,5,Sensor Suelo 40cm,1,13,29,U.N.108-SM40CM-Temp.
93,1,108,rs485-ls-108,6,Sensor Suelo 60cm,1,13,29,U.N.108-SM60CM-Temp.
97,1,112,rs485-ls-112,4,Sensor Suelo 20cm,1,13,29,U.N.112-SM20CM-Temp.
97,1,112,rs485-ls-112,5,Sensor Suelo 40cm,1,13,29,U.N.112-SM40CM-Temp.
97,1,112,rs485-ls-112,6,Sensor Suelo 60cm,1,13,29,U.N.112-SM60CM-Temp.
95,1,110,rs485-ls-110,4,Sensor Suelo 20cm,1,13,29,U.N.110-SM20CM-Temp.
95,1,110,rs485-ls-110,5,Sensor Suelo 40cm,1,13,29,U.N.110-SM40CM-Temp.
95,1,110,rs485-ls-110,6,Sensor Suelo 60cm,1,13,29,U.N.110-SM60CM-Temp.
101,1,116,rs485-ls-116,4,Sensor Suelo 20cm,1,13,29,U.N.116-SM20CM-Temp.
101,1,116,rs485-ls-116,5,Sensor Suelo 40cm,1,13,29,U.N.116-SM40CM-Temp.
101,1,116,rs485-ls-116,6,Sensor Suelo 60cm,1,13,29,U.N.116-SM60CM-Temp.
156,1,153,rs485-ls-153,4,Sensor Suelo 20cm,1,13,29,U.N.153-SM20CM-Temp.
156,1,153,rs485-ls-153,5,Sensor Suelo 40cm,1,13,29,U.N.153-SM40CM-Temp.
156,1,153,rs485-ls-153,6,Sensor Suelo 60cm,1,13,29,U.N.153-SM60CM-Temp.
158,1,155,rs485-ls-155,4,Sensor Suelo 20cm,1,13,29,U.N.155-SM20CM-Temp.
158,1,155,rs485-ls-155,5,Sensor Suelo 40cm,1,13,29,U.N.155-SM40CM-Temp.
158,1,155,rs485-ls-155,6,Sensor Suelo 60cm,1,13,29,U.N.155-SM60CM-Temp.
155,1,152,rs485-ls-152,4,Sensor Suelo 20cm,1,13,29,U.N.152-SM20CM-Temp.
155,1,152,rs485-ls-152,5,Sensor Suelo 40cm,1,13,29,U.N.152-SM40CM-Temp.
155,1,152,rs485-ls-152,6,Sensor Suelo 60cm,1,13,29,U.N.152-SM60CM-Temp.
154,1,150,rs485-ls-150,4,Sensor Suelo 20cm,1,13,29,U.N.150-SM20CM-Temp.
154,1,150,rs485-ls-150,5,Sensor Suelo 40cm,1,13,29,U.N.150-SM40CM-Temp.
154,1,150,rs485-ls-150,6,Sensor Suelo 60cm,1,13,29,U.N.150-SM60CM-Temp.
140,1,167,rs485-ls-167,4,Sensor Suelo 20cm,1,13,29,U.N.167-SM20CM-Temp.
140,1,167,rs485-ls-167,5,Sensor Suelo 40cm,1,13,29,U.N.167-SM40CM-Temp.
140,1,167,rs485-ls-167,6,Sensor Suelo 60cm,1,13,29,U.N.167-SM60CM-Temp.
102,1,117,rs485-ls-117,4,Sensor Suelo 20cm,1,13,29,U.N.117-SM20CM-Temp.
102,1,117,rs485-ls-117,5,Sensor Suelo 40cm,1,13,29,U.N.117-SM40CM-Temp.
102,1,117,rs485-ls-117,6,Sensor Suelo 60cm,1,13,29,U.N.117-SM60CM-Temp.
106,1,121,rs485-ls-121,4,Sensor Suelo 20cm,1,13,29,U.N.121-SM20CM-Temp.
106,1,121,rs485-ls-121,5,Sensor Suelo 40cm,1,13,29,U.N.121-SM40CM-Temp.
106,1,121,rs485-ls-121,6,Sensor Suelo 60cm,1,13,29,U.N.121-SM60CM-Temp.
100,1,115,rs485-ls-115,4,Sensor Suelo 20cm,1,13,29,U.N.115-SM20CM-Temp.
100,1,115,rs485-ls-115,5,Sensor Suelo 40cm,1,13,29,U.N.115-SM40CM-Temp.
100,1,115,rs485-ls-115,6,Sensor Suelo 60cm,1,13,29,U.N.115-SM60CM-Temp.
103,1,118,rs485-ls-118,4,Sensor Suelo 20cm,1,13,29,U.N.118-SM20CM-Temp.
103,1,118,rs485-ls-118,5,Sensor Suelo 40cm,1,13,29,U.N.118-SM40CM-Temp.
103,1,118,rs485-ls-118,6,Sensor Suelo 60cm,1,13,29,U.N.118-SM60CM-Temp.
104,1,119,rs485-ls-119,4,Sensor Suelo 20cm,1,13,29,U.N.119-SM20CM-Temp.
104,1,119,rs485-ls-119,5,Sensor Suelo 40cm,1,13,29,U.N.119-SM40CM-Temp.
104,1,119,rs485-ls-119,6,Sensor Suelo 60cm,1,13,29,U.N.119-SM60CM-Temp.
134,1,151,rs485-ls-151,4,Sensor Suelo 20cm,1,13,29,U.N.151-SM20CM-Temp.
134,1,151,rs485-ls-151,5,Sensor Suelo 40cm,1,13,29,U.N.151-SM40CM-Temp.
134,1,151,rs485-ls-151,6,Sensor Suelo 60cm,1,13,29,U.N.151-SM60CM-Temp.
132,1,148,rs485-ls-148,4,Sensor Suelo 20cm,1,13,29,U.N.148-SM20CM-Temp.
132,1,148,rs485-ls-148,5,Sensor Suelo 40cm,1,13,29,U.N.148-SM40CM-Temp.
132,1,148,rs485-ls-148,6,Sensor Suelo 60cm,1,13,29,U.N.148-SM60CM-Temp.
125,1,140,rs485-ls-140,4,Sensor Suelo 20cm,1,13,29,U.N.140-SM20CM-Temp.
125,1,140,rs485-ls-140,5,Sensor Suelo 40cm,1,13,29,U.N.140-SM40CM-Temp.
125,1,140,rs485-ls-140,6,Sensor Suelo 60cm,1,13,29,U.N.140-SM60CM-Temp.
133,1,149,rs485-ls-149,4,Sensor Suelo 20cm,1,13,29,U.N.149-SM20CM-Temp.
133,1,149,rs485-ls-149,5,Sensor Suelo 40cm,1,13,29,U.N.149-SM40CM-Temp.
133,1,149,rs485-ls-149,6,Sensor Suelo 60cm,1,13,29,U.N.149-SM60CM-Temp.
130,1,145,rs485-ls-145,4,Sensor Suelo 20cm,1,13,29,U.N.145-SM20CM-Temp.
130,1,145,rs485-ls-145,5,Sensor Suelo 40cm,1,13,29,U.N.145-SM40CM-Temp.
130,1,145,rs485-ls-145,6,Sensor Suelo 60cm,1,13,29,U.N.145-SM60CM-Temp.
129,1,144,rs485-ls-144,4,Sensor Suelo 20cm,1,13,29,U.N.144-SM20CM-Temp.
129,1,144,rs485-ls-144,5,Sensor Suelo 40cm,1,13,29,U.N.144-SM40CM-Temp.
129,1,144,rs485-ls-144,6,Sensor Suelo 60cm,1,13,29,U.N.144-SM60CM-Temp.
128,1,143,rs485-ls-143,4,Sensor Suelo 20cm,1,13,29,U.N.143-SM20CM-Temp.
128,1,143,rs485-ls-143,5,Sensor Suelo 40cm,1,13,29,U.N.143-SM40CM-Temp.
128,1,143,rs485-ls-143,6,Sensor Suelo 60cm,1,13,29,U.N.143-SM60CM-Temp.
166,1,90,rs485-ls-90,4,Sensor Suelo 20cm,1,13,29,U.N.90-SM20CM-Temp.
166,1,90,rs485-ls-90,5,Sensor Suelo 40cm,1,13,29,U.N.90-SM40CM-Temp.
166,1,90,rs485-ls-90,6,Sensor Suelo 60cm,1,13,29,U.N.90-SM60CM-Temp.
159,1,156,rs485-ls-156,4,Sensor Suelo 20cm,1,13,29,U.N.156-SM20CM-Temp.
159,1,156,rs485-ls-156,5,Sensor Suelo 40cm,1,13,29,U.N.156-SM40CM-Temp.
159,1,156,rs485-ls-156,6,Sensor Suelo 60cm,1,13,29,U.N.156-SM60CM-Temp.
127,1,142,rs485-ls-142,4,Sensor Suelo 20cm,1,13,29,U.N.142-SM20CM-Temp.
127,1,142,rs485-ls-142,5,Sensor Suelo 40cm,1,13,29,U.N.142-SM40CM-Temp.
127,1,142,rs485-ls-142,6,Sensor Suelo 60cm,1,13,29,U.N.142-SM60CM-Temp.
131,1,146,rs485-ls-146,4,Sensor Suelo 20cm,1,13,29,U.N.146-SM20CM-Temp.
131,1,146,rs485-ls-146,5,Sensor Suelo 40cm,1,13,29,U.N.146-SM40CM-Temp.
131,1,146,rs485-ls-146,6,Sensor Suelo 60cm,1,13,29,U.N.146-SM60CM-Temp.
107,1,122,rs485-ls-122,4,Sensor Suelo 20cm,1,13,29,U.N.122-SM20CM-Temp.
107,1,122,rs485-ls-122,5,Sensor Suelo 40cm,1,13,29,U.N.122-SM40CM-Temp.
107,1,122,rs485-ls-122,6,Sensor Suelo 60cm,1,13,29,U.N.122-SM60CM-Temp.
108,1,123,rs485-ls-123,4,Sensor Suelo 20cm,1,13,29,U.N.123-SM20CM-Temp.
108,1,123,rs485-ls-123,5,Sensor Suelo 40cm,1,13,29,U.N.123-SM40CM-Temp.
108,1,123,rs485-ls-123,6,Sensor Suelo 60cm,1,13,29,U.N.123-SM60CM-Temp.
153,1,147,rs485-ls-147,4,Sensor Suelo 20cm,1,13,29,U.N.147-SM20CM-Temp.
153,1,147,rs485-ls-147,5,Sensor Suelo 40cm,1,13,29,U.N.147-SM40CM-Temp.
153,1,147,rs485-ls-147,6,Sensor Suelo 60cm,1,13,29,U.N.147-SM60CM-Temp.
165,1,89,rs485-ls-89,4,Sensor Suelo 20cm,1,13,29,U.N.89-SM20CM-Temp.
165,1,89,rs485-ls-89,5,Sensor Suelo 40cm,1,13,29,U.N.89-SM40CM-Temp.
165,1,89,rs485-ls-89,6,Sensor Suelo 60cm,1,13,29,U.N.89-SM60CM-Temp.
167,1,157,rs485-ls-157,4,Sensor Suelo 20cm,1,13,29,U.N.157-SM20CM-Temp.
167,1,157,rs485-ls-157,5,Sensor Suelo 40cm,1,13,29,U.N.157-SM40CM-Temp.
167,1,157,rs485-ls-157,6,Sensor Suelo 60cm,1,13,29,U.N.157-SM60CM-Temp.
157,1,154,rs485-ls-154,4,Sensor Suelo 20cm,1,13,29,U.N.154-SM20CM-Temp.
157,1,154,rs485-ls-154,5,Sensor Suelo 40cm,1,13,29,U.N.154-SM40CM-Temp.
157,1,154,rs485-ls-154,6,Sensor Suelo 60cm,1,13,29,U.N.154-SM60CM-Temp.
124,1,137,rs485-ls-137,4,Sensor Suelo 20cm,1,13,29,U.N.137-SM20CM-Temp.
124,1,137,rs485-ls-137,5,Sensor Suelo 40cm,1,13,29,U.N.137-SM40CM-Temp.
124,1,137,rs485-ls-137,6,Sensor Suelo 60cm,1,13,29,U.N.137-SM60CM-Temp.
126,1,141,rs485-ls-141,4,Sensor Suelo 20cm,1,13,29,U.N.141-SM20CM-Temp.
126,1,141,rs485-ls-141,5,Sensor Suelo 40cm,1,13,29,U.N.141-SM40CM-Temp.
126,1,141,rs485-ls-141,6,Sensor Suelo 60cm,1,13,29,U.N.141-SM60CM-Temp.
135,1,160,rs485-ls-160,4,Sensor Suelo 20cm,1,13,29,U.N.160-SM20CM-Temp.
135,1,160,rs485-ls-160,5,Sensor Suelo 40cm,1,13,29,U.N.160-SM40CM-Temp.
135,1,160,rs485-ls-160,6,Sensor Suelo 60cm,1,13,29,U.N.160-SM60CM-Temp.
136,1,161,rs485-ls-161,4,Sensor Suelo 20cm,1,13,29,U.N.161-SM20CM-Temp.
136,1,161,rs485-ls-161,5,Sensor Suelo 40cm,1,13,29,U.N.161-SM40CM-Temp.
136,1,161,rs485-ls-161,6,Sensor Suelo 60cm,1,13,29,U.N.161-SM60CM-Temp.
138,1,163,rs485-ls-163,4,Sensor Suelo 20cm,1,13,29,U.N.163-SM20CM-Temp.
138,1,163,rs485-ls-163,5,Sensor Suelo 40cm,1,13,29,U.N.163-SM40CM-Temp.
138,1,163,rs485-ls-163,6,Sensor Suelo 60cm,1,13,29,U.N.163-SM60CM-Temp.
139,1,164,rs485-ls-164,4,Sensor Suelo 20cm,1,13,29,U.N.164-SM20CM-Temp.
139,1,164,rs485-ls-164,5,Sensor Suelo 40cm,1,13,29,U.N.164-SM40CM-Temp.
139,1,164,rs485-ls-164,6,Sensor Suelo 60cm,1,13,29,U.N.164-SM60CM-Temp.
137,1,162,rs485-ls-162,4,Sensor Suelo 20cm,1,13,29,U.N.162-SM20CM-Temp.
137,1,162,rs485-ls-162,5,Sensor Suelo 40cm,1,13,29,U.N.162-SM40CM-Temp.
137,1,162,rs485-ls-162,6,Sensor Suelo 60cm,1,13,29,U.N.162-SM60CM-Temp.
118,1,133,rs485-ls-133,4,Sensor Suelo 20cm,1,13,29,U.N.133-SM20CM-Temp.
118,1,133,rs485-ls-133,5,Sensor Suelo 40cm,1,13,29,U.N.133-SM40CM-Temp.
118,1,133,rs485-ls-133,6,Sensor Suelo 60cm,1,13,29,U.N.133-SM60CM-Temp.
120,1,135,rs485-ls-135,4,Sensor Suelo 20cm,1,13,29,U.N.135-SM20CM-Temp.
120,1,135,rs485-ls-135,5,Sensor Suelo 40cm,1,13,29,U.N.135-SM40CM-Temp.
120,1,135,rs485-ls-135,6,Sensor Suelo 60cm,1,13,29,U.N.135-SM60CM-Temp.
117,1,132,rs485-ls-132,4,Sensor Suelo 20cm,1,13,29,U.N.132-SM20CM-Temp.
117,1,132,rs485-ls-132,5,Sensor Suelo 40cm,1,13,29,U.N.132-SM40CM-Temp.
117,1,132,rs485-ls-132,6,Sensor Suelo 60cm,1,13,29,U.N.132-SM60CM-Temp.
123,1,139,rs485-ls-139,4,Sensor Suelo 20cm,1,13,29,U.N.139-SM20CM-Temp.
123,1,139,rs485-ls-139,5,Sensor Suelo 40cm,1,13,29,U.N.139-SM40CM-Temp.
123,1,139,rs485-ls-139,6,Sensor Suelo 60cm,1,13,29,U.N.139-SM60CM-Temp.
122,1,138,rs485-ls-138,4,Sensor Suelo 20cm,1,13,29,U.N.138-SM20CM-Temp.
122,1,138,rs485-ls-138,5,Sensor Suelo 40cm,1,13,29,U.N.138-SM40CM-Temp.
122,1,138,rs485-ls-138,6,Sensor Suelo 60cm,1,13,29,U.N.138-SM60CM-Temp.
121,1,136,rs485-ls-136,4,Sensor Suelo 20cm,1,13,29,U.N.136-SM20CM-Temp.
121,1,136,rs485-ls-136,5,Sensor Suelo 40cm,1,13,29,U.N.136-SM40CM-Temp.
121,1,136,rs485-ls-136,6,Sensor Suelo 60cm,1,13,29,U.N.136-SM60CM-Temp.
113,1,128,rs485-ls-128,4,Sensor Suelo 20cm,1,13,29,U.N.128-SM20CM-Temp.
113,1,128,rs485-ls-128,5,Sensor Suelo 40cm,1,13,29,U.N.128-SM40CM-Temp.
113,1,128,rs485-ls-128,6,Sensor Suelo 60cm,1,13,29,U.N.128-SM60CM-Temp.
112,1,127,rs485-ls-127,4,Sensor Suelo 20cm,1,13,29,U.N.127-SM20CM-Temp.
112,1,127,rs485-ls-127,5,Sensor Suelo 40cm,1,13,29,U.N.127-SM40CM-Temp.
112,1,127,rs485-ls-127,6,Sensor Suelo 60cm,1,13,29,U.N.127-SM60CM-Temp.
114,1,129,rs485-ls-129,4,Sensor Suelo 20cm,1,13,29,U.N.129-SM20CM-Temp.
114,1,129,rs485-ls-129,5,Sensor Suelo 40cm,1,13,29,U.N.129-SM40CM-Temp.
114,1,129,rs485-ls-129,6,Sensor Suelo 60cm,1,13,29,U.N.129-SM60CM-Temp.
111,1,126,rs485-ls-126,4,Sensor Suelo 20cm,1,13,29,U.N.126-SM20CM-Temp.
111,1,126,rs485-ls-126,5,Sensor Suelo 40cm,1,13,29,U.N.126-SM40CM-Temp.
111,1,126,rs485-ls-126,6,Sensor Suelo 60cm,1,13,29,U.N.126-SM60CM-Temp.
105,1,120,rs485-ls-120,4,Sensor Suelo 20cm,1,13,29,U.N.120-SM20CM-Temp.
