ubicacionid,criticidadid,nodoid,nodo,tipoid,tipo,metricaid,minimo,maximo,umbral
105,1,120,rs485-ls-120,5,Sensor Suelo 40cm,1,13,29,U.N.120-SM40CM-Temp.
105,1,120,rs485-ls-120,6,Sensor Suelo 60cm,1,13,29,U.N.120-SM60CM-Temp.
109,1,124,rs485-ls-124,4,Sensor Suelo 20cm,1,13,29,U.N.124-SM20CM-Temp.
109,1,124,rs485-ls-124,5,Sensor Suelo 40cm,1,13,29,U.N.124-SM40CM-Temp.
109,1,124,rs485-ls-124,6,Sensor Suelo 60cm,1,13,29,U.N.124-SM60CM-Temp.
110,1,125,rs485-ls-125,4,Sensor Suelo 20cm,1,13,29,U.N.125-SM20CM-Temp.
110,1,125,rs485-ls-125,5,Sensor Suelo 40cm,1,13,29,U.N.125-SM40CM-Temp.
110,1,125,rs485-ls-125,6,Sensor Suelo 60cm,1,13,29,U.N.125-SM60CM-Temp.
115,1,130,rs485-ls-130,4,Sensor Suelo 20cm,1,13,29,U.N.130-SM20CM-Temp.
115,1,130,rs485-ls-130,5,Sensor Suelo 40cm,1,13,29,U.N.130-SM40CM-Temp.
115,1,130,rs485-ls-130,6,Sensor Suelo 60cm,1,13,29,U.N.130-SM60CM-Temp.
116,1,131,rs485-ls-131,4,Sensor Suelo 20cm,1,13,29,U.N.131-SM20CM-Temp.
116,1,131,rs485-ls-131,5,Sensor Suelo 40cm,1,13,29,U.N.131-SM40CM-Temp.
116,1,131,rs485-ls-131,6,Sensor Suelo 60cm,1,13,29,U.N.131-SM60CM-Temp.
119,1,134,rs485-ls-134,4,Sensor Suelo 20cm,1,13,29,U.N.134-SM20CM-Temp.
119,1,134,rs485-ls-134,5,Sensor Suelo 40cm,1,13,29,U.N.134-SM40CM-Temp.
119,1,134,rs485-ls-134,6,Sensor Suelo 60cm,1,13,29,U.N.134-SM60CM-Temp.
172,1,168,rs485-ls-168,4,Sensor Suelo 20cm,1,13,29,U.N.168-SM20CM-Temp.
172,1,168,rs485-ls-168,5,Sensor Suelo 40cm,1,13,29,U.N.168-SM40CM-Temp.
172,1,168,rs485-ls-168,6,Sensor Suelo 60cm,1,13,29,U.N.168-SM60CM-Temp.
168,1,158,rs485-ls-158,4,Sensor Suelo 20cm,1,13,29,U.N.158-SM20CM-Temp.
168,1,158,rs485-ls-158,5,Sensor Suelo 40cm,1,13,29,U.N.158-SM40CM-Temp.
168,1,158,rs485-ls-158,6,Sensor Suelo 60cm,1,13,29,U.N.158-SM60CM-Temp.
175,1,171,rs485-ls-171,4,Sensor Suelo 20cm,1,13,29,U.N.171-SM20CM-Temp.
175,1,171,rs485-ls-171,5,Sensor Suelo 40cm,1,13,29,U.N.171-SM40CM-Temp.
175,1,171,rs485-ls-171,6,Sensor Suelo 60cm,1,13,29,U.N.171-SM60CM-Temp.
169,1,159,rs485-ls-159,4,Sensor Suelo 20cm,1,13,29,U.N.159-SM20CM-Temp.
169,1,159,rs485-ls-159,5,Sensor Suelo 40cm,1,13,29,U.N.159-SM40CM-Temp.
169,1,159,rs485-ls-159,6,Sensor Suelo 60cm,1,13,29,U.N.159-SM60CM-Temp.
176,1,172,rs485-ls-172,4,Sensor Suelo 20cm,1,13,29,U.N.172-SM20CM-Temp.
176,1,172,rs485-ls-172,5,Sensor Suelo 40cm,1,13,29,U.N.172-SM40CM-Temp.
176,1,172,rs485-ls-172,6,Sensor Suelo 60cm,1,13,29,U.N.172-SM60CM-Temp.
174,1,170,rs485-ls-170,4,Sensor Suelo 20cm,1,13,29,U.N.170-SM20CM-Temp.
174,1,170,rs485-ls-170,5,Sensor Suelo 40cm,1,13,29,U.N.170-SM40CM-Temp.
174,1,170,rs485-ls-170,6,Sensor Suelo 60cm,1,13,29,U.N.170-SM60CM-Temp.
177,1,173,rs485-ls-173,4,Sensor Suelo 20cm,1,13,29,U.N.173-SM20CM-Temp.
177,1,173,rs485-ls-173,5,Sensor Suelo 40cm,1,13,29,U.N.173-SM40CM-Temp.
177,1,173,rs485-ls-173,6,Sensor Suelo 60cm,1,13,29,U.N.173-SM60CM-Temp.
171,1,166,rs485-ls-166,4,Sensor Suelo 20cm,1,13,29,U.N.166-SM20CM-Temp.
171,1,166,rs485-ls-166,5,Sensor Suelo 40cm,1,13,29,U.N.166-SM40CM-Temp.
171,1,166,rs485-ls-166,6,Sensor Suelo 60cm,1,13,29,U.N.166-SM60CM-Temp.
178,1,174,rs485-ls-174,4,Sensor Suelo 20cm,1,13,29,U.N.174-SM20CM-Temp.
178,1,174,rs485-ls-174,5,Sensor Suelo 40cm,1,13,29,U.N.174-SM40CM-Temp.
178,1,174,rs485-ls-174,6,Sensor Suelo 60cm,1,13,29,U.N.174-SM60CM-Temp.
173,1,169,rs485-ls-169,4,Sensor Suelo 20cm,1,13,29,U.N.169-SM20CM-Temp.
173,1,169,rs485-ls-169,5,Sensor Suelo 40cm,1,13,29,U.N.169-SM40CM-Temp.
173,1,169,rs485-ls-169,6,Sensor Suelo 60cm,1,13,29,U.N.169-SM60CM-Temp.
170,1,165,rs485-ls-165,4,Sensor Suelo 20cm,1,13,29,U.N.165-SM20CM-Temp.
170,1,165,rs485-ls-165,5,Sensor Suelo 40cm,1,13,29,U.N.165-SM40CM-Temp.
170,1,165,rs485-ls-165,6,Sensor Suelo 60cm,1,13,29,U.N.165-SM60CM-Temp.
31,1,38,rs485-ls-38,1,Sensor Maceta 10cm,1,18,28,U.N.38-SM10CM-Temp.
31,1,38,rs485-ls-38,3,Sensor Maceta 30cm,1,18,28,U.N.38-SM30CM-Temp.
4,1,7,rs485-ls-7,1,Sensor Maceta 10cm,1,18,28,U.N.7-SM10CM-Temp.
4,1,7,rs485-ls-7,3,Sensor Maceta 30cm,1,18,28,U.N.7-SM30CM-Temp.
3,1,6,rs485-ls-5,1,Sensor Maceta 10cm,1,18,28,U.N.5-SM10CM-Temp.
3,1,6,rs485-ls-5,3,Sensor Maceta 30cm,1,18,28,U.N.5-SM30CM-Temp.
2,1,2,rs485-ls-2,1,Sensor Maceta 10cm,1,18,28,U.N.2-SM10CM-Temp.
2,1,2,rs485-ls-2,2,Sensor Maceta 20cm,1,18,28,U.N.2-SM20CM-Temp.
2,1,2,rs485-ls-2,3,Sensor Maceta 30cm,1,18,28,U.N.2-SM30CM-Temp.
1,1,1,rs485-ls-1,1,Sensor Maceta 10cm,1,18,28,U.N.1-SM10CM-Temp.
1,1,1,rs485-ls-1,2,Sensor Maceta 20cm,1,18,28,U.N.1-SM20CM-Temp.
1,1,1,rs485-ls-1,3,Sensor Maceta 30cm,1,18,28,U.N.1-SM30CM-Temp.
187,1,256,Nodo Prueba 1,1,Sensor Maceta 10cm,1,18,28,U.N.1-SM10CM-Temp.
187,1,256,Nodo Prueba 1,2,Sensor Maceta 20cm,1,18,28,U.N.1-SM20CM-Temp.
187,1,256,Nodo Prueba 1,3,Sensor Maceta 30cm,1,18,28,U.N.1-SM30CM-Temp.
76,1,84,rs485-ls-84,1,Sensor Maceta 10cm,1,18,28,U.N.84-SM10CM-Temp.
76,1,84,rs485-ls-84,3,Sensor Maceta 30cm,1,18,28,U.N.84-SM30CM-Temp.
51,1,16,rs485-ls-16,1,Sensor Maceta 10cm,1,18,28,U.N.16-SM10CM-Temp.
51,1,16,rs485-ls-16,3,Sensor Maceta 30cm,1,18,28,U.N.16-SM30CM-Temp.
75,1,83,rs485-ls-83,1,Sensor Maceta 10cm,1,18,28,U.N.83-SM10CM-Temp.
75,1,83,rs485-ls-83,3,Sensor Maceta 30cm,1,18,28,U.N.83-SM30CM-Temp.
52,1,18,rs485-ls-18,1,Sensor Maceta 10cm,1,18,28,U.N.18-SM10CM-Temp.
52,1,18,rs485-ls-18,3,Sensor Maceta 30cm,1,18,28,U.N.18-SM30CM-Temp.
80,1,88,rs485-ls-88,1,Sensor Maceta 10cm,1,18,28,U.N.88-SM10CM-Temp.
80,1,88,rs485-ls-88,3,Sensor Maceta 30cm,1,18,28,U.N.88-SM30CM-Temp.
30,1,37,rs485-ls-37,1,Sensor Maceta 10cm,1,18,28,U.N.37-SM10CM-Temp.
30,1,37,rs485-ls-37,3,Sensor Maceta 30cm,1,18,28,U.N.37-SM30CM-Temp.
45,1,11,rs485-ls-11,1,Sensor Maceta 10cm,1,18,28,U.N.11-SM10CM-Temp.
45,1,11,rs485-ls-11,3,Sensor Maceta 30cm,1,18,28,U.N.11-SM30CM-Temp.
47,1,13,rs485-ls-13,1,Sensor Maceta 10cm,1,18,28,U.N.13-SM10CM-Temp.
47,1,13,rs485-ls-13,3,Sensor Maceta 30cm,1,18,28,U.N.13-SM30CM-Temp.
46,1,12,rs485-ls-12,1,Sensor Maceta 10cm,1,18,28,U.N.12-SM10CM-Temp.
46,1,12,rs485-ls-12,3,Sensor Maceta 30cm,1,18,28,U.N.12-SM30CM-Temp.
32,1,39,rs485-ls-39,1,Sensor Maceta 10cm,1,18,28,U.N.39-SM10CM-Temp.
32,1,39,rs485-ls-39,3,Sensor Maceta 30cm,1,18,28,U.N.39-SM30CM-Temp.
53,1,20,rs485-ls-20,1,Sensor Maceta 10cm,1,18,28,U.N.20-SM10CM-Temp.
53,1,20,rs485-ls-20,3,Sensor Maceta 30cm,1,18,28,U.N.20-SM30CM-Temp.
54,1,21,rs485-ls-21,1,Sensor Maceta 10cm,1,18,28,U.N.21-SM10CM-Temp.
54,1,21,rs485-ls-21,3,Sensor Maceta 30cm,1,18,28,U.N.21-SM30CM-Temp.
33,1,60,rs485-ls-60,1,Sensor Maceta 10cm,1,18,28,U.N.60-SM10CM-Temp.
33,1,60,rs485-ls-60,3,Sensor Maceta 30cm,1,18,28,U.N.60-SM30CM-Temp.
79,1,87,rs485-ls-87,1,Sensor Maceta 10cm,1,18,28,U.N.87-SM10CM-Temp.
79,1,87,rs485-ls-87,3,Sensor Maceta 30cm,1,18,28,U.N.87-SM30CM-Temp.
59,1,41,rs485-ls-41,1,Sensor Maceta 10cm,1,18,28,U.N.41-SM10CM-Temp.
59,1,41,rs485-ls-41,3,Sensor Maceta 30cm,1,18,28,U.N.41-SM30CM-Temp.
60,1,42,rs485-ls-42,1,Sensor Maceta 10cm,1,18,28,U.N.42-SM10CM-Temp.
60,1,42,rs485-ls-42,3,Sensor Maceta 30cm,1,18,28,U.N.42-SM30CM-Temp.
61,1,43,rs485-ls-43,1,Sensor Maceta 10cm,1,18,28,U.N.43-SM10CM-Temp.
61,1,43,rs485-ls-43,3,Sensor Maceta 30cm,1,18,28,U.N.43-SM30CM-Temp.
63,1,45,rs485-ls-45,1,Sensor Maceta 10cm,1,18,28,U.N.45-SM10CM-Temp.
63,1,45,rs485-ls-45,3,Sensor Maceta 30cm,1,18,28,U.N.45-SM30CM-Temp.
62,1,44,rs485-ls-44,1,Sensor Maceta 10cm,1,18,28,U.N.44-SM10CM-Temp.
62,1,44,rs485-ls-44,3,Sensor Maceta 30cm,1,18,28,U.N.44-SM30CM-Temp.
23,1,30,rs485-ls-30,1,Sensor Maceta 10cm,1,18,28,U.N.30-SM10CM-Temp.
23,1,30,rs485-ls-30,3,Sensor Maceta 30cm,1,18,28,U.N.30-SM30CM-Temp.
27,1,34,rs485-ls-34,1,Sensor Maceta 10cm,1,18,28,U.N.34-SM10CM-Temp.
27,1,34,rs485-ls-34,3,Sensor Maceta 30cm,1,18,28,U.N.34-SM30CM-Temp.
65,1,47,rs485-ls-47,1,Sensor Maceta 10cm,1,18,28,U.N.47-SM10CM-Temp.
65,1,47,rs485-ls-47,3,Sensor Maceta 30cm,1,18,28,U.N.47-SM30CM-Temp.
67,1,49,rs485-ls-49,1,Sensor Maceta 10cm,1,18,28,U.N.49-SM10CM-Temp.
67,1,49,rs485-ls-49,3,Sensor Maceta 30cm,1,18,28,U.N.49-SM30CM-Temp.
38,1,74,rs485-ls-74,1,Sensor Maceta 10cm,1,18,28,U.N.74-SM10CM-Temp.
38,1,74,rs485-ls-74,3,Sensor Maceta 30cm,1,18,28,U.N.74-SM30CM-Temp.
64,1,46,rs485-ls-46,1,Sensor Maceta 10cm,1,18,28,U.N.46-SM10CM-Temp.
64,1,46,rs485-ls-46,3,Sensor Maceta 30cm,1,18,28,U.N.46-SM30CM-Temp.
49,1,14,rs485-ls-14,1,Sensor Maceta 10cm,1,18,28,U.N.14-SM10CM-Temp.
49,1,14,rs485-ls-14,3,Sensor Maceta 30cm,1,18,28,U.N.14-SM30CM-Temp.
36,1,63,rs485-ls-63,1,Sensor Maceta 10cm,1,18,28,U.N.63-SM10CM-Temp.
36,1,63,rs485-ls-63,3,Sensor Maceta 30cm,1,18,28,U.N.63-SM30CM-Temp.
48,1,19,rs485-ls-19,1,Sensor Maceta 10cm,1,18,28,U.N.19-SM10CM-Temp.
48,1,19,rs485-ls-19,3,Sensor Maceta 30cm,1,18,28,U.N.19-SM30CM-Temp.
43,1,9,rs485-ls-9,1,Sensor Maceta 10cm,1,18,28,U.N.9-SM10CM-Temp.
43,1,9,rs485-ls-9,3,Sensor Maceta 30cm,1,18,28,U.N.9-SM30CM-Temp.
44,1,10,rs485-ls-10,1,Sensor Maceta 10cm,1,18,28,U.N.10-SM10CM-Temp.
44,1,10,rs485-ls-10,3,Sensor Maceta 30cm,1,18,28,U.N.10-SM30CM-Temp.
41,1,3,rs485-ls-3,1,Sensor Maceta 10cm,1,18,28,U.N.3-SM10CM-Temp.
41,1,3,rs485-ls-3,3,Sensor Maceta 30cm,1,18,28,U.N.3-SM30CM-Temp.
29,1,36,rs485-ls-36,1,Sensor Maceta 10cm,1,18,28,U.N.36-SM10CM-Temp.
29,1,36,rs485-ls-36,3,Sensor Maceta 30cm,1,18,28,U.N.36-SM30CM-Temp.
39,1,4,rs485-ls-4,1,Sensor Maceta 10cm,1,18,28,U.N.4-SM10CM-Temp.
39,1,4,rs485-ls-4,3,Sensor Maceta 30cm,1,18,28,U.N.4-SM30CM-Temp.
40,1,5,rs485-ls-6,1,Sensor Maceta 10cm,1,18,28,U.N.6-SM10CM-Temp.
40,1,5,rs485-ls-6,2,Sensor Maceta 20cm,1,18,28,U.N.6-SM20CM-Temp.
40,1,5,rs485-ls-6,3,Sensor Maceta 30cm,1,18,28,U.N.6-SM30CM-Temp.
42,1,8,rs485-ls-8,1,Sensor Maceta 10cm,1,18,28,U.N.8-SM10CM-Temp.
42,1,8,rs485-ls-8,3,Sensor Maceta 30cm,1,18,28,U.N.8-SM30CM-Temp.
26,1,33,rs485-ls-33,1,Sensor Maceta 10cm,1,18,28,U.N.33-SM10CM-Temp.
26,1,33,rs485-ls-33,3,Sensor Maceta 30cm,1,18,28,U.N.33-SM30CM-Temp.
66,1,48,rs485-ls-48,1,Sensor Maceta 10cm,1,18,28,U.N.48-SM10CM-Temp.
66,1,48,rs485-ls-48,3,Sensor Maceta 30cm,1,18,28,U.N.48-SM30CM-Temp.
34,1,61,rs485-ls-61,1,Sensor Maceta 10cm,1,18,28,U.N.61-SM10CM-Temp.
34,1,61,rs485-ls-61,3,Sensor Maceta 30cm,1,18,28,U.N.61-SM30CM-Temp.
37,1,64,rs485-ls-64,1,Sensor Maceta 10cm,1,18,28,U.N.64-SM10CM-Temp.
37,1,64,rs485-ls-64,3,Sensor Maceta 30cm,1,18,28,U.N.64-SM30CM-Temp.
72,1,80,rs485-ls-80,1,Sensor Maceta 10cm,1,18,28,U.N.80-SM10CM-Temp.
72,1,80,rs485-ls-80,3,Sensor Maceta 30cm,1,18,28,U.N.80-SM30CM-Temp.
163,1,192,rs485-ls-192,1,Sensor Maceta 10cm,1,18,28,U.N.192-SM10CM-Temp.
163,1,192,rs485-ls-192,3,Sensor Maceta 30cm,1,18,28,U.N.192-SM30CM-Temp.
146,1,26,rs485-ls-26,1,Sensor Maceta 10cm,1,18,28,U.N.26-SM10CM-Temp.
146,1,26,rs485-ls-26,3,Sensor Maceta 30cm,1,18,28,U.N.26-SM30CM-Temp.
148,1,75,rs485-ls-75,1,Sensor Maceta 10cm,1,18,28,U.N.75-SM10CM-Temp.
148,1,75,rs485-ls-75,3,Sensor Maceta 30cm,1,18,28,U.N.75-SM30CM-Temp.
161,1,190,rs485-ls-190,1,Sensor Maceta 10cm,1,18,28,U.N.190-SM10CM-Temp.
161,1,190,rs485-ls-190,3,Sensor Maceta 30cm,1,18,28,U.N.190-SM30CM-Temp.
149,1,76,rs485-ls-76,1,Sensor Maceta 10cm,1,18,28,U.N.76-SM10CM-Temp.
149,1,76,rs485-ls-76,3,Sensor Maceta 30cm,1,18,28,U.N.76-SM30CM-Temp.
144,1,59,rs485-ls-59,1,Sensor Maceta 10cm,1,18,28,U.N.59-SM10CM-Temp.
144,1,59,rs485-ls-59,3,Sensor Maceta 30cm,1,18,28,U.N.59-SM30CM-Temp.
145,1,25,rs485-ls-25,1,Sensor Maceta 10cm,1,18,28,U.N.25-SM10CM-Temp.
145,1,25,rs485-ls-25,3,Sensor Maceta 30cm,1,18,28,U.N.25-SM30CM-Temp.
141,1,56,rs485-ls-56,1,Sensor Maceta 10cm,1,18,28,U.N.56-SM10CM-Temp.
141,1,56,rs485-ls-56,3,Sensor Maceta 30cm,1,18,28,U.N.56-SM30CM-Temp.
147,1,28,rs485-ls-28,1,Sensor Maceta 10cm,1,18,28,U.N.28-SM10CM-Temp.
147,1,28,rs485-ls-28,3,Sensor Maceta 30cm,1,18,28,U.N.28-SM30CM-Temp.
152,1,79,rs485-ls-79,1,Sensor Maceta 10cm,1,18,28,U.N.79-SM10CM-Temp.
152,1,79,rs485-ls-79,3,Sensor Maceta 30cm,1,18,28,U.N.79-SM30CM-Temp.
164,1,193,rs485-ls-193,1,Sensor Maceta 10cm,1,18,28,U.N.193-SM10CM-Temp.
164,1,193,rs485-ls-193,3,Sensor Maceta 30cm,1,18,28,U.N.193-SM30CM-Temp.
142,1,57,rs485-ls-57,1,Sensor Maceta 10cm,1,18,28,U.N.57-SM10CM-Temp.
142,1,57,rs485-ls-57,3,Sensor Maceta 30cm,1,18,28,U.N.57-SM30CM-Temp.
151,1,78,rs485-ls-78,1,Sensor Maceta 10cm,1,18,28,U.N.78-SM10CM-Temp.
151,1,78,rs485-ls-78,3,Sensor Maceta 30cm,1,18,28,U.N.78-SM30CM-Temp.
150,1,77,rs485-ls-77,1,Sensor Maceta 10cm,1,18,28,U.N.77-SM10CM-Temp.
150,1,77,rs485-ls-77,3,Sensor Maceta 30cm,1,18,28,U.N.77-SM30CM-Temp.
143,1,27,rs485-ls-27,1,Sensor Maceta 10cm,1,18,28,U.N.27-SM10CM-Temp.
143,1,27,rs485-ls-27,3,Sensor Maceta 30cm,1,18,28,U.N.27-SM30CM-Temp.
143,1,58,rs485-ls-58,1,Sensor Maceta 10cm,1,18,28,U.N.58-SM10CM-Temp.
143,1,58,rs485-ls-58,3,Sensor Maceta 30cm,1,18,28,U.N.58-SM30CM-Temp.
162,1,191,rs485-ls-191,1,Sensor Maceta 10cm,1,18,28,U.N.191-SM10CM-Temp.
162,1,191,rs485-ls-191,3,Sensor Maceta 30cm,1,18,28,U.N.191-SM30CM-Temp.
160,1,189,rs485-ls-189,1,Sensor Maceta 10cm,1,18,28,U.N.189-SM10CM-Temp.
160,1,189,rs485-ls-189,3,Sensor Maceta 30cm,1,18,28,U.N.189-SM30CM-Temp.
20,1,94,rs485-ls-94,4,Sensor Suelo 20cm,1,13,29,U.N.94-SM20CM-Temp.
20,1,94,rs485-ls-94,5,Sensor Suelo 40cm,1,13,29,U.N.94-SM40CM-Temp.
20,1,94,rs485-ls-94,6,Sensor Suelo 60cm,1,13,29,U.N.94-SM60CM-Temp.
20,1,96,rs485-ls-96,4,Sensor Suelo 20cm,1,13,29,U.N.96-SM20CM-Temp.
20,1,96,rs485-ls-96,5,Sensor Suelo 40cm,1,13,29,U.N.96-SM40CM-Temp.
20,1,96,rs485-ls-96,6,Sensor Suelo 60cm,1,13,29,U.N.96-SM60CM-Temp.
17,1,91,rs485-ls-91,4,Sensor Suelo 20cm,1,13,29,U.N.91-SM20CM-Temp.
17,1,91,rs485-ls-91,5,Sensor Suelo 40cm,1,13,29,U.N.91-SM40CM-Temp.
17,1,91,rs485-ls-91,6,Sensor Suelo 60cm,1,13,29,U.N.91-SM60CM-Temp.
18,1,92,rs485-ls-92,4,Sensor Suelo 20cm,1,13,29,U.N.92-SM20CM-Temp.
18,1,92,rs485-ls-92,5,Sensor Suelo 40cm,1,13,29,U.N.92-SM40CM-Temp.
18,1,92,rs485-ls-92,6,Sensor Suelo 60cm,1,13,29,U.N.92-SM60CM-Temp.
19,1,93,rs485-ls-93,4,Sensor Suelo 20cm,1,13,29,U.N.93-SM20CM-Temp.
19,1,93,rs485-ls-93,5,Sensor Suelo 40cm,1,13,29,U.N.93-SM40CM-Temp.
19,1,93,rs485-ls-93,6,Sensor Suelo 60cm,1,13,29,U.N.93-SM60CM-Temp.
13,1,70,rs485-ls-70,1,Sensor Maceta 10cm,1,18,28,U.N.70-SM10CM-Temp.
13,1,70,rs485-ls-70,3,Sensor Maceta 30cm,1,18,28,U.N.70-SM30CM-Temp.
6,1,17,rs485-ls-17,1,Sensor Maceta 10cm,1,18,28,U.N.17-SM10CM-Temp.
6,1,17,rs485-ls-17,3,Sensor Maceta 30cm,1,18,28,U.N.17-SM30CM-Temp.
12,1,69,rs485-ls-69,1,Sensor Maceta 10cm,1,18,28,U.N.69-SM10CM-Temp.
12,1,69,rs485-ls-69,3,Sensor Maceta 30cm,1,18,28,U.N.69-SM30CM-Temp.
11,1,68,rs485-ls-68,1,Sensor Maceta 10cm,1,18,28,U.N.68-SM10CM-Temp.
11,1,68,rs485-ls-68,3,Sensor Maceta 30cm,1,18,28,U.N.68-SM30CM-Temp.
9,1,66,rs485-ls-66,1,Sensor Maceta 10cm,1,18,28,U.N.66-SM10CM-Temp.
9,1,66,rs485-ls-66,3,Sensor Maceta 30cm,1,18,28,U.N.66-SM30CM-Temp.
15,1,72,rs485-ls-72,1,Sensor Maceta 10cm,1,18,28,U.N.72-SM10CM-Temp.
15,1,72,rs485-ls-72,3,Sensor Maceta 30cm,1,18,28,U.N.72-SM30CM-Temp.
14,1,71,rs485-ls-71,1,Sensor Maceta 10cm,1,18,28,U.N.71-SM10CM-Temp.
14,1,71,rs485-ls-71,3,Sensor Maceta 30cm,1,18,28,U.N.71-SM30CM-Temp.
7,1,29,rs485-ls-29,1,Sensor Maceta 10cm,1,18,28,U.N.29-SM10CM-Temp.
7,1,29,rs485-ls-29,3,Sensor Maceta 30cm,1,18,28,U.N.29-SM30CM-Temp.
8,1,65,rs485-ls-65,1,Sensor Maceta 10cm,1,18,28,U.N.65-SM10CM-Temp.
8,1,65,rs485-ls-65,3,Sensor Maceta 30cm,1,18,28,U.N.65-SM30CM-Temp.
16,1,73,rs485-ls-73,1,Sensor Maceta 10cm,1,18,28,U.N.73-SM10CM-Temp.
16,1,73,rs485-ls-73,3,Sensor Maceta 30cm,1,18,28,U.N.73-SM30CM-Temp.
10,1,67,rs485-ls-67,1,Sensor Maceta 10cm,1,18,28,U.N.67-SM10CM-Temp.
10,1,67,rs485-ls-67,3,Sensor Maceta 30cm,1,18,28,U.N.67-SM30CM-Temp.
22,1,97,rs485-ls-97,4,Sensor Suelo 20cm,1,13,29,U.N.97-SM20CM-Temp.
22,1,97,rs485-ls-97,5,Sensor Suelo 40cm,1,13,29,U.N.97-SM40CM-Temp.
22,1,97,rs485-ls-97,6,Sensor Suelo 60cm,1,13,29,U.N.97-SM60CM-Temp.
21,1,95,rs485-ls-95,4,Sensor Suelo 20cm,1,13,29,U.N.95-SM20CM-Temp.
21,1,95,rs485-ls-95,5,Sensor Suelo 40cm,1,13,29,U.N.95-SM40CM-Temp.
21,1,95,rs485-ls-95,6,Sensor Suelo 60cm,1,13,29,U.N.95-SM60CM-Temp.